year,mesh,age,density
2021,largemesh,5,2.64
2021,largemesh,6,6.17
2021,largemesh,7,13.2
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.224
2021,largemesh,3,0.449
2021,largemesh,4,0.449
2021,largemesh,5,0.673
2021,largemesh,6,1.57
2021,largemesh,7,3.14
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.154
2021,largemesh,3,0.309
2021,largemesh,4,0.463
2021,largemesh,5,0.463
2021,largemesh,6,1.08
2021,largemesh,7,2.16
2021,largemesh,0,0
2021,largemesh,1,0.118
2021,largemesh,2,0
2021,largemesh,3,0.118
2021,largemesh,4,0
2021,largemesh,5,0.236
2021,largemesh,6,0.828
2021,largemesh,7,2.13
2021,largemesh,0,0
2021,largemesh,1,0.16
2021,largemesh,2,0.481
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.321
2021,largemesh,6,1.12
2021,largemesh,7,2.56
2021,largemesh,0,0.054
2021,largemesh,1,0
2021,largemesh,2,0.054
2021,largemesh,3,0.054
2021,largemesh,4,0.054
2021,largemesh,5,0.108
2021,largemesh,6,0.324
2021,largemesh,7,0.809
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0.0767
2021,largemesh,4,0.0767
2021,largemesh,5,0.0767
2021,largemesh,6,0.23
2021,largemesh,7,0.614
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.54
2021,largemesh,6,0.899
2021,largemesh,7,1.44
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0.176
2021,largemesh,4,0.176
2021,largemesh,5,0.705
2021,largemesh,6,1.41
2021,largemesh,7,2.64
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.896
2021,largemesh,3,0.448
2021,largemesh,4,0.224
2021,largemesh,5,0.224
2021,largemesh,6,1.34
2021,largemesh,7,3.58
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0.229
2021,largemesh,4,0.458
2021,largemesh,5,0.687
2021,largemesh,6,1.83
2021,largemesh,7,3.66
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.142
2021,largemesh,6,0.284
2021,largemesh,7,0.853
2021,largemesh,0,4.99
2021,largemesh,1,6.66
2021,largemesh,2,15
2021,largemesh,3,3.33
2021,largemesh,4,0
2021,largemesh,5,0
2021,largemesh,6,4.99
2021,largemesh,7,13.3
2021,largemesh,0,2.7
2021,largemesh,1,0.675
2021,largemesh,2,0.675
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.675
2021,largemesh,6,4.05
2021,largemesh,7,10.8
2021,largemesh,0,3.69
2021,largemesh,1,3.69
2021,largemesh,2,7.39
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,3.69
2021,largemesh,6,20.3
2021,largemesh,7,73.9
2021,largemesh,0,6.15
2021,largemesh,1,3.69
2021,largemesh,2,0
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,1.23
2021,largemesh,6,6.15
2021,largemesh,7,19.7
2021,largemesh,0,0.742
2021,largemesh,1,0.742
2021,largemesh,2,0.371
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.742
2021,largemesh,6,2.23
2021,largemesh,7,6.31
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.0801
2021,largemesh,3,0
2021,largemesh,4,0
2021,largemesh,5,0.0801
2021,largemesh,6,0.24
2021,largemesh,7,0.481
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0.28
2021,largemesh,4,0.42
2021,largemesh,5,0.56
2021,largemesh,6,0.979
2021,largemesh,7,1.82
2021,largemesh,0,0
2021,largemesh,1,1.13
2021,largemesh,2,3.39
2021,largemesh,3,2.26
2021,largemesh,4,1.13
2021,largemesh,5,3.39
2021,largemesh,6,7.92
2021,largemesh,7,13.6
2021,largemesh,0,0
2021,largemesh,1,0.201
2021,largemesh,2,0.402
2021,largemesh,3,0.402
2021,largemesh,4,0.201
2021,largemesh,5,0.603
2021,largemesh,6,1.41
2021,largemesh,7,3.01
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.163
2021,largemesh,3,0.163
2021,largemesh,4,0.325
2021,largemesh,5,0.651
2021,largemesh,6,1.14
2021,largemesh,7,2.6
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0
2021,largemesh,3,0.156
2021,largemesh,4,0.311
2021,largemesh,5,0.622
2021,largemesh,6,1.24
2021,largemesh,7,2.18
2021,largemesh,0,0
2021,largemesh,1,0
2021,largemesh,2,0.486
2021,largemesh,3,0.486
2021,largemesh,4,0
2021,largemesh,5,0.486
2021,largemesh,6,2.91
2021,largemesh,7,9.72
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0.11
2021,smallmesh,3,0
2021,smallmesh,4,0
2021,smallmesh,5,0
2021,smallmesh,6,0.22
2021,smallmesh,7,0.66
2021,smallmesh,0,0.226
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0.113
2021,smallmesh,5,0.339
2021,smallmesh,6,0.792
2021,smallmesh,7,1.81
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0
2021,smallmesh,5,0
2021,smallmesh,6,0
2021,smallmesh,7,0
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0
2021,smallmesh,5,0
2021,smallmesh,6,0
2021,smallmesh,7,0.101
2021,smallmesh,0,0.211
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0.106
2021,smallmesh,5,0.106
2021,smallmesh,6,0.106
2021,smallmesh,7,0.211
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0
2021,smallmesh,5,0
2021,smallmesh,6,0.0792
2021,smallmesh,7,0.396
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0
2021,smallmesh,3,0
2021,smallmesh,4,0
2021,smallmesh,5,0.13
2021,smallmesh,6,0.261
2021,smallmesh,7,0.391
2021,smallmesh,0,0
2021,smallmesh,1,0
2021,smallmesh,2,0.0968
2021,smallmesh,3,0
2021,smallmesh,4,0.0968
2021,smallmesh,5,0.0968
2021,smallmesh,6,0.29
2021,smallmesh,7,0.581
